task_id,benchmark_id,benchmark_name,model_id,model_name,image_id,image_name
2272,4,first_program,9,claude-3-7-sonnet,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
2273,4,first_program,9,claude-3-7-sonnet,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
2274,4,first_program,9,claude-3-7-sonnet,34,The_Sentinel_Sun__Nov_16__1997_.png
2275,4,first_program,10,claude-4-sonnet,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
2276,4,first_program,10,claude-4-sonnet,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
2277,4,first_program,10,claude-4-sonnet,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
2278,4,first_program,10,claude-4-sonnet,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
2279,4,first_program,10,claude-4-sonnet,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
2280,4,first_program,10,claude-4-sonnet,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
2281,4,first_program,10,claude-4-sonnet,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
2282,4,first_program,10,claude-4-sonnet,7,Daily_News_Sun__Apr_13__2008_ (6).png
2283,4,first_program,10,claude-4-sonnet,8,Daily_News_Sun__Apr_25__2010_ (11).png
2284,4,first_program,10,claude-4-sonnet,9,Daily_News_Sun__Jun_17__2012_ (2).png
2285,4,first_program,10,claude-4-sonnet,10,Daily_News_Sun__Jun_9__2013_.png
2286,4,first_program,10,claude-4-sonnet,11,Daily_News_Sun__Mar_11__2012_ (17).png
2287,4,first_program,10,claude-4-sonnet,12,Daily_News_Sun__Mar_30__2014_ (2).png
2288,4,first_program,10,claude-4-sonnet,13,Daily_News_Sun__May_15__2016_ (12).png
2289,4,first_program,10,claude-4-sonnet,14,Daily_News_Sun__Oct_14__2007_ (8).png
2290,4,first_program,10,claude-4-sonnet,15,Daily_News_Sun__Oct_18__2009_ (33).png
2291,4,first_program,10,claude-4-sonnet,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
2292,4,first_program,10,claude-4-sonnet,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
2293,4,first_program,10,claude-4-sonnet,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
2294,4,first_program,10,claude-4-sonnet,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
2295,4,first_program,10,claude-4-sonnet,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
2296,4,first_program,10,claude-4-sonnet,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
2297,4,first_program,10,claude-4-sonnet,22,The_Californian_Sun__May_31__1998_ (7).png
2298,4,first_program,10,claude-4-sonnet,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
2299,4,first_program,10,claude-4-sonnet,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
2300,4,first_program,10,claude-4-sonnet,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
2301,4,first_program,10,claude-4-sonnet,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
2302,4,first_program,10,claude-4-sonnet,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
2303,4,first_program,10,claude-4-sonnet,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
2304,4,first_program,10,claude-4-sonnet,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
2305,4,first_program,10,claude-4-sonnet,30,The_Monitor_Sun__Nov_6__1994_ (8).png
2306,4,first_program,10,claude-4-sonnet,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
2307,4,first_program,10,claude-4-sonnet,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
2308,4,first_program,10,claude-4-sonnet,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
2309,4,first_program,10,claude-4-sonnet,34,The_Sentinel_Sun__Nov_16__1997_.png
2310,4,first_program,11,gemini-2.0-flash-001,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
2311,4,first_program,11,gemini-2.0-flash-001,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
2312,4,first_program,11,gemini-2.0-flash-001,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
2313,4,first_program,11,gemini-2.0-flash-001,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
2314,4,first_program,11,gemini-2.0-flash-001,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
2315,4,first_program,11,gemini-2.0-flash-001,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
2316,4,first_program,11,gemini-2.0-flash-001,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
2317,4,first_program,11,gemini-2.0-flash-001,7,Daily_News_Sun__Apr_13__2008_ (6).png
2318,4,first_program,11,gemini-2.0-flash-001,8,Daily_News_Sun__Apr_25__2010_ (11).png
2319,4,first_program,11,gemini-2.0-flash-001,9,Daily_News_Sun__Jun_17__2012_ (2).png
2320,4,first_program,11,gemini-2.0-flash-001,10,Daily_News_Sun__Jun_9__2013_.png
2321,4,first_program,11,gemini-2.0-flash-001,11,Daily_News_Sun__Mar_11__2012_ (17).png
2322,4,first_program,11,gemini-2.0-flash-001,12,Daily_News_Sun__Mar_30__2014_ (2).png
2323,4,first_program,11,gemini-2.0-flash-001,13,Daily_News_Sun__May_15__2016_ (12).png
2324,4,first_program,11,gemini-2.0-flash-001,14,Daily_News_Sun__Oct_14__2007_ (8).png
2325,4,first_program,11,gemini-2.0-flash-001,15,Daily_News_Sun__Oct_18__2009_ (33).png
2326,4,first_program,11,gemini-2.0-flash-001,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
2327,4,first_program,11,gemini-2.0-flash-001,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
2328,4,first_program,11,gemini-2.0-flash-001,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
2329,4,first_program,11,gemini-2.0-flash-001,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
2330,4,first_program,11,gemini-2.0-flash-001,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
2331,4,first_program,11,gemini-2.0-flash-001,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
2332,4,first_program,11,gemini-2.0-flash-001,22,The_Californian_Sun__May_31__1998_ (7).png
2333,4,first_program,11,gemini-2.0-flash-001,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
2334,4,first_program,11,gemini-2.0-flash-001,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
2335,4,first_program,11,gemini-2.0-flash-001,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
2336,4,first_program,11,gemini-2.0-flash-001,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
2337,4,first_program,11,gemini-2.0-flash-001,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
2338,4,first_program,11,gemini-2.0-flash-001,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
2339,4,first_program,11,gemini-2.0-flash-001,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
2340,4,first_program,11,gemini-2.0-flash-001,30,The_Monitor_Sun__Nov_6__1994_ (8).png
2341,4,first_program,11,gemini-2.0-flash-001,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
2342,4,first_program,11,gemini-2.0-flash-001,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
2343,4,first_program,11,gemini-2.0-flash-001,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
2344,4,first_program,11,gemini-2.0-flash-001,34,The_Sentinel_Sun__Nov_16__1997_.png
2345,4,first_program,12,gemini-2.0-flash-lite-001,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
2346,4,first_program,12,gemini-2.0-flash-lite-001,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
2347,4,first_program,12,gemini-2.0-flash-lite-001,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
2348,4,first_program,12,gemini-2.0-flash-lite-001,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
2349,4,first_program,12,gemini-2.0-flash-lite-001,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
2350,4,first_program,12,gemini-2.0-flash-lite-001,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
2351,4,first_program,12,gemini-2.0-flash-lite-001,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
2352,4,first_program,12,gemini-2.0-flash-lite-001,7,Daily_News_Sun__Apr_13__2008_ (6).png
2353,4,first_program,12,gemini-2.0-flash-lite-001,8,Daily_News_Sun__Apr_25__2010_ (11).png
2354,4,first_program,12,gemini-2.0-flash-lite-001,9,Daily_News_Sun__Jun_17__2012_ (2).png
2355,4,first_program,12,gemini-2.0-flash-lite-001,10,Daily_News_Sun__Jun_9__2013_.png
2356,4,first_program,12,gemini-2.0-flash-lite-001,11,Daily_News_Sun__Mar_11__2012_ (17).png
2357,4,first_program,12,gemini-2.0-flash-lite-001,12,Daily_News_Sun__Mar_30__2014_ (2).png
2358,4,first_program,12,gemini-2.0-flash-lite-001,13,Daily_News_Sun__May_15__2016_ (12).png
2359,4,first_program,12,gemini-2.0-flash-lite-001,14,Daily_News_Sun__Oct_14__2007_ (8).png
2360,4,first_program,12,gemini-2.0-flash-lite-001,15,Daily_News_Sun__Oct_18__2009_ (33).png
2361,4,first_program,12,gemini-2.0-flash-lite-001,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
2362,4,first_program,12,gemini-2.0-flash-lite-001,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
2363,4,first_program,12,gemini-2.0-flash-lite-001,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
2364,4,first_program,12,gemini-2.0-flash-lite-001,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
2365,4,first_program,12,gemini-2.0-flash-lite-001,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
2366,4,first_program,12,gemini-2.0-flash-lite-001,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
2367,4,first_program,12,gemini-2.0-flash-lite-001,22,The_Californian_Sun__May_31__1998_ (7).png
2368,4,first_program,12,gemini-2.0-flash-lite-001,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
2369,4,first_program,12,gemini-2.0-flash-lite-001,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
2370,4,first_program,12,gemini-2.0-flash-lite-001,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
2371,4,first_program,12,gemini-2.0-flash-lite-001,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
2372,4,first_program,12,gemini-2.0-flash-lite-001,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
2373,4,first_program,12,gemini-2.0-flash-lite-001,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
2374,4,first_program,12,gemini-2.0-flash-lite-001,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
2375,4,first_program,12,gemini-2.0-flash-lite-001,30,The_Monitor_Sun__Nov_6__1994_ (8).png
2376,4,first_program,12,gemini-2.0-flash-lite-001,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
2377,4,first_program,12,gemini-2.0-flash-lite-001,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
2378,4,first_program,12,gemini-2.0-flash-lite-001,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
2379,4,first_program,12,gemini-2.0-flash-lite-001,34,The_Sentinel_Sun__Nov_16__1997_.png
2380,4,first_program,13,gemini-2.5-pro,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
2381,4,first_program,13,gemini-2.5-pro,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
2382,4,first_program,13,gemini-2.5-pro,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
2383,4,first_program,13,gemini-2.5-pro,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
2384,4,first_program,13,gemini-2.5-pro,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
2385,4,first_program,13,gemini-2.5-pro,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
2386,4,first_program,13,gemini-2.5-pro,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
2387,4,first_program,13,gemini-2.5-pro,7,Daily_News_Sun__Apr_13__2008_ (6).png
2388,4,first_program,13,gemini-2.5-pro,8,Daily_News_Sun__Apr_25__2010_ (11).png
2389,4,first_program,13,gemini-2.5-pro,9,Daily_News_Sun__Jun_17__2012_ (2).png
2390,4,first_program,13,gemini-2.5-pro,10,Daily_News_Sun__Jun_9__2013_.png
2391,4,first_program,13,gemini-2.5-pro,11,Daily_News_Sun__Mar_11__2012_ (17).png
2392,4,first_program,13,gemini-2.5-pro,12,Daily_News_Sun__Mar_30__2014_ (2).png
2393,4,first_program,13,gemini-2.5-pro,13,Daily_News_Sun__May_15__2016_ (12).png
2394,4,first_program,13,gemini-2.5-pro,14,Daily_News_Sun__Oct_14__2007_ (8).png
2395,4,first_program,13,gemini-2.5-pro,15,Daily_News_Sun__Oct_18__2009_ (33).png
2396,4,first_program,13,gemini-2.5-pro,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
2397,4,first_program,13,gemini-2.5-pro,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
2398,4,first_program,13,gemini-2.5-pro,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
2399,4,first_program,13,gemini-2.5-pro,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
2400,4,first_program,13,gemini-2.5-pro,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
2401,4,first_program,13,gemini-2.5-pro,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
2402,4,first_program,13,gemini-2.5-pro,22,The_Californian_Sun__May_31__1998_ (7).png
2403,4,first_program,13,gemini-2.5-pro,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
2404,4,first_program,13,gemini-2.5-pro,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
2405,4,first_program,13,gemini-2.5-pro,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
2406,4,first_program,13,gemini-2.5-pro,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
2407,4,first_program,13,gemini-2.5-pro,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
2408,4,first_program,13,gemini-2.5-pro,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
2409,4,first_program,13,gemini-2.5-pro,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
2410,4,first_program,13,gemini-2.5-pro,30,The_Monitor_Sun__Nov_6__1994_ (8).png
2411,4,first_program,13,gemini-2.5-pro,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
2412,4,first_program,13,gemini-2.5-pro,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
2413,4,first_program,13,gemini-2.5-pro,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
2414,4,first_program,13,gemini-2.5-pro,34,The_Sentinel_Sun__Nov_16__1997_.png
2415,4,first_program,14,o1,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
2416,4,first_program,14,o1,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
2417,4,first_program,14,o1,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
2418,4,first_program,14,o1,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
2419,4,first_program,14,o1,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
2420,4,first_program,14,o1,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
2421,4,first_program,14,o1,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
2422,4,first_program,14,o1,7,Daily_News_Sun__Apr_13__2008_ (6).png
2423,4,first_program,14,o1,8,Daily_News_Sun__Apr_25__2010_ (11).png
2424,4,first_program,14,o1,9,Daily_News_Sun__Jun_17__2012_ (2).png
2425,4,first_program,14,o1,10,Daily_News_Sun__Jun_9__2013_.png
2426,4,first_program,14,o1,11,Daily_News_Sun__Mar_11__2012_ (17).png
2427,4,first_program,14,o1,12,Daily_News_Sun__Mar_30__2014_ (2).png
2428,4,first_program,14,o1,13,Daily_News_Sun__May_15__2016_ (12).png
2429,4,first_program,14,o1,14,Daily_News_Sun__Oct_14__2007_ (8).png
2430,4,first_program,14,o1,15,Daily_News_Sun__Oct_18__2009_ (33).png
2431,4,first_program,14,o1,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
2432,4,first_program,14,o1,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
2433,4,first_program,14,o1,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
2434,4,first_program,14,o1,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
2435,4,first_program,14,o1,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
2436,4,first_program,14,o1,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
2437,4,first_program,14,o1,22,The_Californian_Sun__May_31__1998_ (7).png
2438,4,first_program,14,o1,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
2439,4,first_program,14,o1,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
2440,4,first_program,14,o1,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
2441,4,first_program,14,o1,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
2442,4,first_program,14,o1,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
2443,4,first_program,14,o1,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
2444,4,first_program,14,o1,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
2445,4,first_program,14,o1,30,The_Monitor_Sun__Nov_6__1994_ (8).png
2446,4,first_program,14,o1,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
2447,4,first_program,14,o1,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
2448,4,first_program,14,o1,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
2449,4,first_program,14,o1,34,The_Sentinel_Sun__Nov_16__1997_.png
2450,5,first_channel,1,gpt-4,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
2451,5,first_channel,1,gpt-4,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
2452,5,first_channel,1,gpt-4,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
2453,5,first_channel,1,gpt-4,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
2454,5,first_channel,1,gpt-4,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
2455,5,first_channel,1,gpt-4,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
2456,5,first_channel,1,gpt-4,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
2457,5,first_channel,1,gpt-4,7,Daily_News_Sun__Apr_13__2008_ (6).png
2458,5,first_channel,1,gpt-4,8,Daily_News_Sun__Apr_25__2010_ (11).png
2459,5,first_channel,1,gpt-4,9,Daily_News_Sun__Jun_17__2012_ (2).png
2460,5,first_channel,1,gpt-4,10,Daily_News_Sun__Jun_9__2013_.png
2461,5,first_channel,1,gpt-4,11,Daily_News_Sun__Mar_11__2012_ (17).png
2462,5,first_channel,1,gpt-4,12,Daily_News_Sun__Mar_30__2014_ (2).png
2463,5,first_channel,1,gpt-4,13,Daily_News_Sun__May_15__2016_ (12).png
2464,5,first_channel,1,gpt-4,14,Daily_News_Sun__Oct_14__2007_ (8).png
2465,5,first_channel,1,gpt-4,15,Daily_News_Sun__Oct_18__2009_ (33).png
2466,5,first_channel,1,gpt-4,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
2467,5,first_channel,1,gpt-4,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
2468,5,first_channel,1,gpt-4,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
2469,5,first_channel,1,gpt-4,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
2470,5,first_channel,1,gpt-4,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
2471,5,first_channel,1,gpt-4,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
2472,5,first_channel,1,gpt-4,22,The_Californian_Sun__May_31__1998_ (7).png
2473,5,first_channel,1,gpt-4,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
2474,5,first_channel,1,gpt-4,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
2475,5,first_channel,1,gpt-4,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
2476,5,first_channel,1,gpt-4,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
2477,5,first_channel,1,gpt-4,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
2478,5,first_channel,1,gpt-4,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
2479,5,first_channel,1,gpt-4,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
2480,5,first_channel,1,gpt-4,30,The_Monitor_Sun__Nov_6__1994_ (8).png
2481,5,first_channel,1,gpt-4,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
2482,5,first_channel,1,gpt-4,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
2483,5,first_channel,1,gpt-4,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
2484,5,first_channel,1,gpt-4,34,The_Sentinel_Sun__Nov_16__1997_.png
2485,5,first_channel,2,gpt-4.omini,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
2486,5,first_channel,2,gpt-4.omini,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
2487,5,first_channel,2,gpt-4.omini,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
2488,5,first_channel,2,gpt-4.omini,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
2489,5,first_channel,2,gpt-4.omini,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
2490,5,first_channel,2,gpt-4.omini,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
2491,5,first_channel,2,gpt-4.omini,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
2492,5,first_channel,2,gpt-4.omini,7,Daily_News_Sun__Apr_13__2008_ (6).png
2493,5,first_channel,2,gpt-4.omini,8,Daily_News_Sun__Apr_25__2010_ (11).png
2494,5,first_channel,2,gpt-4.omini,9,Daily_News_Sun__Jun_17__2012_ (2).png
2495,5,first_channel,2,gpt-4.omini,10,Daily_News_Sun__Jun_9__2013_.png
2496,5,first_channel,2,gpt-4.omini,11,Daily_News_Sun__Mar_11__2012_ (17).png
2497,5,first_channel,2,gpt-4.omini,12,Daily_News_Sun__Mar_30__2014_ (2).png
2498,5,first_channel,2,gpt-4.omini,13,Daily_News_Sun__May_15__2016_ (12).png
2499,5,first_channel,2,gpt-4.omini,14,Daily_News_Sun__Oct_14__2007_ (8).png
2500,5,first_channel,2,gpt-4.omini,15,Daily_News_Sun__Oct_18__2009_ (33).png
2501,5,first_channel,2,gpt-4.omini,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
2502,5,first_channel,2,gpt-4.omini,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
2503,5,first_channel,2,gpt-4.omini,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
2504,5,first_channel,2,gpt-4.omini,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
2505,5,first_channel,2,gpt-4.omini,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
2506,5,first_channel,2,gpt-4.omini,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
2507,5,first_channel,2,gpt-4.omini,22,The_Californian_Sun__May_31__1998_ (7).png
2508,5,first_channel,2,gpt-4.omini,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
2509,5,first_channel,2,gpt-4.omini,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
2510,5,first_channel,2,gpt-4.omini,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
2511,5,first_channel,2,gpt-4.omini,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
2512,5,first_channel,2,gpt-4.omini,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
2513,5,first_channel,2,gpt-4.omini,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
2514,5,first_channel,2,gpt-4.omini,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
2515,5,first_channel,2,gpt-4.omini,30,The_Monitor_Sun__Nov_6__1994_ (8).png
2516,5,first_channel,2,gpt-4.omini,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
2517,5,first_channel,2,gpt-4.omini,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
2518,5,first_channel,2,gpt-4.omini,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
2519,5,first_channel,2,gpt-4.omini,34,The_Sentinel_Sun__Nov_16__1997_.png
2520,5,first_channel,3,gpt-4o,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
2521,5,first_channel,3,gpt-4o,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
2522,5,first_channel,3,gpt-4o,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
2523,5,first_channel,3,gpt-4o,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
2524,5,first_channel,3,gpt-4o,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
2525,5,first_channel,3,gpt-4o,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
2526,5,first_channel,3,gpt-4o,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
2527,5,first_channel,3,gpt-4o,7,Daily_News_Sun__Apr_13__2008_ (6).png
2528,5,first_channel,3,gpt-4o,8,Daily_News_Sun__Apr_25__2010_ (11).png
2529,5,first_channel,3,gpt-4o,9,Daily_News_Sun__Jun_17__2012_ (2).png
2530,5,first_channel,3,gpt-4o,10,Daily_News_Sun__Jun_9__2013_.png
2531,5,first_channel,3,gpt-4o,11,Daily_News_Sun__Mar_11__2012_ (17).png
2532,5,first_channel,3,gpt-4o,12,Daily_News_Sun__Mar_30__2014_ (2).png
2533,5,first_channel,3,gpt-4o,13,Daily_News_Sun__May_15__2016_ (12).png
2534,5,first_channel,3,gpt-4o,14,Daily_News_Sun__Oct_14__2007_ (8).png
2535,5,first_channel,3,gpt-4o,15,Daily_News_Sun__Oct_18__2009_ (33).png
2536,5,first_channel,3,gpt-4o,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
2537,5,first_channel,3,gpt-4o,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
2538,5,first_channel,3,gpt-4o,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
2539,5,first_channel,3,gpt-4o,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
2540,5,first_channel,3,gpt-4o,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
2541,5,first_channel,3,gpt-4o,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
2542,5,first_channel,3,gpt-4o,22,The_Californian_Sun__May_31__1998_ (7).png
2543,5,first_channel,3,gpt-4o,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
2544,5,first_channel,3,gpt-4o,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
2545,5,first_channel,3,gpt-4o,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
